snomed_code,description
196868003,Simple omphalocele
196905002,Simple diaphragmatic hernia
196976000,Regional enteritis of the jejunum
196977009,Crohn's disease of terminal ileum
196983007,Regional ileocolitis
196987008,Ulcerative ileocolitis
197006009,Superior mesenteric artery syndrome
197058003,Volvulus of small intestine
197059006,Volvulus of the ileocaecum
197060001,Sigmoid volvulus
197139005,Idiopathic megacolon
197140007,Secondary megacolon - congenital
197141006,Secondary acquired megacolon
197143009,Megacolon in Chagas' disease
197284004,Chronic active hepatitis
197286002,Recurrent hepatitis
197291001,Unilobular portal cirrhosis
197293003,Diffuse nodular cirrhosis
197294009,Fatty portal cirrhosis
197296006,Capsular portal cirrhosis
197299004,Pigmentary portal cirrhosis
197300007,Pipestem portal cirrhosis
197301006,Toxic portal cirrhosis
197303009,Bacterial portal cirrhosis
197304003,Cardituberculous cirrhosis
197305002,Syphilitic portal cirrhosis
197306001,Zooparasitic portal cirrhosis
197310003,Biliary cirrhosis of children
197315008,Non-alcoholic fatty liver
197316009,Portal fibrosis without cirrhosis
197321007,Steatosis of liver
197339003,Coxsackie virus hepatitis
197342009,Hepatitis in yellow fever
197344005,Hepatitis with adenovirus
197347003,Hepatitis in late syphilis
197348008,Hepatitis in secondary syphilis
197352008,Toxic hepatitis
197354009,Toxic liver disease
197355005,Toxic liver disease with cholestasis
197356006,Toxic liver disease with hepatic necrosis
197358007,Toxic liver disease with acute hepatitis
197359004,Toxic liver disease with chronic persistent hepatitis
197360009,Toxic liver disease with chronic lobular hepatitis
197361008,Toxic liver disease with chronic active hepatitis
197362001,Toxic liver disease with fibrosis and cirrhosis of liver
197364000,Central haemorrhagic necrosis of liver
197367007,Hepatic granulomas in berylliosis
197368002,Hepatic granulomas in sarcoidosis
197491004,Intestinal malabsorption of carbohydrate
197909004,Entire prostatic utricle
197919005,Stenosis of urinary meatus
198448006,Female infertility of pituitary - hypothalamic origin
198449003,Primary pituitary - hypothalamic infertility
198450003,Secondary pituitary - hypothalamic infertility
201436003,Drug-induced systemic lupus erythematosus
202574006,Synovial osteochondromatosis
202575007,Synovial osteochondromatosis of shoulder
202576008,Synovial osteochondromatosis of sternoclavicular joint
202577004,Synovial osteochondromatosis of acromioclavicular joint
202578009,Synovial osteochondromatosis of elbow
202579001,Synovial osteochondromatosis of distal radioulnar joint
202580003,Synovial osteochondromatosis of wrist
202581004,Synovial osteochondromatosis of metacarpophalangeal joint
202582006,Synovial osteochondromatosis of proximal interphalangeal joint of finger
202583001,Synovial osteochondromatosis of distal interphalangeal joint of finger
202584007,Synovial osteochondromatosis of hip
202585008,Synovial osteochondromatosis of sacroiliac joint
202586009,Synovial osteochondromatosis of knee
202587000,Synovial osteochondromatosis of tibiofibular joint
202588005,Synovial osteochondromatosis of ankle
202589002,Synovial osteochondromatosis of subtalar joint
202590006,Synovial osteochondromatosis of talonavicular joint
202592003,Synovial osteochondromatosis of 1st metatarsophalangeal joint
202593008,Synovial osteochondromatosis of lesser metatarsophalangeal joint
202595001,Synovial osteochondromatosis of interphalangeal joint of toe
202830000,Recurrent atlantoaxial subluxation with myelopathy
203436008,Osteoporosis in multiple myelomatosis
203638000,Kyphoscoliosis and scoliosis
203639008,Idiopathic scoliosis
203640005,Idiopathic kyphoscoliosis
203645000,Postural scoliosis
203646004,Adolescent idiopathic scoliosis
203647008,Post-surgical scoliosis
203922009,Anencephalus and similar anomalies
203923004,Acrania
203927003,Iniencephaly - closed
203928008,Iniencephaly - open
203934001,Cervical spina bifida with hydrocephalus
203935000,Thoracic spina bifida with hydrocephalus
203936004,Lumbar spina bifida with hydrocephalus
203941007,Cervical spina bifida with hydrocephalus - open
203942000,Thoracic spina bifida with hydrocephalus - open
203943005,Lumbar spina bifida with hydrocephalus - open
203944004,Sacral spina bifida with hydrocephalus - open
203946002,Spina bifida with hydrocephalus - closed
203948001,Cervical spina bifida with hydrocephalus - closed
203949009,Thoracic spina bifida with hydrocephalus - closed
203950009,Lumbar spina bifida with hydrocephalus - closed
203951008,Sacral spina bifida with hydrocephalus - closed
203954000,Spina bifida with hydrocephalus of late onset
203955004,Spina bifida with stenosis of aqueduct of Sylvius
203957007,Dandy-Walker syndrome with spina bifida
203967002,Spinal hydromeningocele
203969004,Cervical spinal hydromeningocele
203974007,Cervical hydromyelocele
203975008,Thoracic hydromyelocele
203976009,Lumbar hydromyelocele
203978005,Spinal meningocele
203980004,Cervical spinal meningocele
203981000,Thoracic spinal meningocele
203982007,Lumbar spinal meningocele
203985009,Cervical meningomyelocele
203986005,Thoracic meningomyelocele
203987001,Lumbar meningomyelocele
203990007,Cervical myelocele
203991006,Thoracic myelocele
203992004,Lumbar myelocele
203994003,Myelocystocele
203996001,Cervical myelocystocele
203997005,Thoracic myelocystocele
203998000,Lumbar myelocystocele
204003007,Cervical spina bifida without hydrocephalus - open
204004001,Thoracic spina bifida without hydrocephalus - open
204005000,Lumbar spina bifida without hydrocephalus - open
204006004,Sacral spina bifida without hydrocephalus - open
204008003,Spina bifida without hydrocephalus - closed
204010001,Cervical spina bifida without hydrocephalus - closed
204011002,Thoracic spina bifida without hydrocephalus - closed
204012009,Lumbar spina bifida without hydrocephalus - closed
204013004,Sacral spina bifida without hydrocephalus - closed
204021005,Encephalomyelocele
204022003,Cranial hydromeningocele
204032005,Reduction deformities of brain
204036008,Lissencephaly
204039001,Anomalies of cerebrum
204040004,Agenesis of cerebrum
204042007,Congenital malformation of corpus callosum
204043002,Hypoplasia of corpus callosum
204044008,Aplasia of corpus callosum
204046005,Anomalies of hypothalamus
204047001,Anomalies of cerebellum
204049003,Aplasia of cerebellum
204052006,Cebocephaly
204061006,Congenital atresia of foramen of Magendie
204062004,Congenital atresia of foramen of Luschka
204067005,Single congenital cerebral cyst
204068000,Multiple congenital cerebral cysts
204072001,Congenital adhesions of cerebral meninges
204074000,Multiple brain anomalies
204080008,Defective development of the cauda equina
204081007,Spinal cord hypoplasia
204086002,Brachial plexus displacement
204299009,Dextrotransposition of aorta
204306007,Pentalogy of Fallot
204311009,Eisenmenger's complex
204330009,Common atrioventricular-type ventricular septal defect
204339005,Congenital pulmonary valve abnormality
204342004,Congenital atresia of pulmonary valve
204343009,Hypoplasia of pulmonary valve
204345002,Congenital fusion of pulmonic cusps
204346001,Congenital fusion of pulmonary valve segment
204351007,Fallot's trilogy
204352000,Supernumerary pulmonary valve cusps
204354004,Congenital tricuspid atresia and stenosis
204357006,Ebstein's anomaly
204362007,Parachute malformation of mitral valve
204363002,Supernumerary cusps of the mitral valve
204368006,Subaortic stenosis
204370002,Infundibular pulmonic stenosis
204378009,Congenital coronary aneurysm
204379001,Congenital stenosis of coronary artery
204383001,Congenital complete atrioventricular heart block
204384007,Congenital incomplete atrioventricular heart block
204391005,Hypoplasia of cardiac vein
204394002,Congenital anomaly of myocardium
204395001,Congenital aneurysm of heart
204397009,Cor triloculare
204398004,Congenital epicardial cyst
204399007,Hemicardia
204402008,Fusion of mitral valve cusps
204423002,Anomalous origin of the aortic arch
204427001,Persistent aortic arch convolutions
204431007,Atresia and stenosis of aorta
204433005,Aplasia of aorta
204443008,Pulmonary artery atresia
204448004,Atresia of pulmonary artery with septal defect
204451006,Anomalies of great veins
204456001,Subdiaphragmatic total anomalous pulmonary venous return
204457005,Supradiaphragmatic total anomalous pulmonary venous return
204460003,Anomalous portal vein termination
204461004,Portal vein-hepatic artery fistula
204463001,Absence of inferior vena cava
204464007,Absence of superior vena cava
204467000,Pulmonary vein atresia
204497008,Cerebrovascular system anomalies
204501003,Congenital stricture of cerebral artery
204508009,Choanal atresia
204511005,Atresia of the anterior nares
204512003,Atresia of the posterior nares
204513008,Congenital stenosis of the anterior nares
204519007,Underdevelopment of nose
204521002,Congenital cleft nose
204522009,Deformity of nasal sinus wall
204524005,Congenital perforation of the nasal sinus wall
204526007,Congenital fissure of nose
204529000,Congenital glottic web of larynx
204530005,Congenital subglottic web of larynx
204533007,"Agenesis of larynx, trachea and bronchus"
204534001,Agenesis of bronchus
204535000,Agenesis of larynx
204537008,Anomaly of laryngeal and/or tracheal cartilage
204538003,Anomaly of cricoid cartilage
204539006,Anomaly of epiglottis
204544004,Atresia of larynx and trachea
204550009,"Congenital stenosis of larynx, trachea and bronchus"
204551008,Congenital bronchial stenosis
204552001,Congenital subglottic stenosis
204553006,Congenital supraglottic stenosis
204557007,Congenital fissure of epiglottis
204558002,Congenital cleft of posterior cricoid cartilage
204559005,Congenital fissure of larynx
204572006,"Lung agenesis, hypoplasia and dysplasia"
204575008,Congenital absence of lung fissures
204578005,Fusion of lobes of lung
204589003,Abnormal pericardiopleural communication
204652007,Congenital oesophageal fistula
204656005,Imperforate oesophagus
204658006,Congenital absence of oesophagus with tracheo-oesophageal fistula
204659003,Oesophageal atresia with tracheo-oesophageal fistula
204687007,Displaced Meckel's diverticulum
204688002,Hypertrophic Meckel's diverticulum
204691002,Small intestine atresia and stenosis
204695006,Congenital absence of duodenum
204696007,Congenital absence of jejunum
204697003,Congenital absence of ileum
204699000,Congenital jejunal stenosis
204700004,Congenital ileal stenosis
204702007,Imperforate jejunum
204708006,Congenital absence of anus with fistula
204709003,Congenital absence of rectum with fistula
204711007,Congenital atresia of large intestine
204712000,Anal atresia
204715003,Congenital atresia of appendix
204716002,Atresia of anus with fistula
204717006,Atresia of rectum with fistula
204721004,Congenital occlusion of anus with fistula
204723001,Congenital stricture of anus
204724007,Congenital stricture of anus with fistula
204728005,Congenital stricture of rectum with fistula
204736001,Imperforate large intestine
204739008,Congenital aganglionic megacolon
204740005,Long segment Hirschsprung's disease
204741009,Short segment Hirschsprung's disease
204745000,Total intestinal aganglionosis
204748003,Congenital intestinal adhesions
204750006,Malrotation of colon and caecum
204762005,Transposition of caecum
204764006,Megaloduodenum
204765007,Congenital anal fistula
204766008,Enterogenous cyst
204769001,Congenital faecal fistula
204781002,Congenital absence of hepatic ducts
204782009,Atresia of hepatic ducts
204787003,Congenital absence of liver and/or gallbladder
204788008,Congenital atrophy of left lobe of liver
204790009,Liver and/or biliary duplication
204795004,Congenital floating liver
204797007,Congenital dilation of bile duct
204798002,Congenital diverticulum of bile duct
204799005,Liver hyperplasia
204805004,Anomalies of pancreas
204808002,Congenital pancreatic cyst
204938007,Renal agenesis and dysgenesis
204941003,Congenital renal atrophy
204942005,Renal agenesis
204948009,Unilateral renal hypoplasia
204949001,Renal dysplasia
204950001,Bilateral renal dysplasia
204951002,Unilateral renal dysplasia
204957003,Medullary cystic disease of the kidney
204958008,Nephronophthisis
204960005,Medullary cystic disease OS
204962002,Multicystic kidney
204967008,Renal pelvis and ureter obstructive defects
204973009,Simple ureterocele
204974003,Impervious ureter
204980006,Congenital displaced kidney
204984002,Congenital fusion of kidneys
204985001,Hyperplasia of kidney
204991004,Deviation of ureter
204998005,Urethra and bladder neck atresia and stenosis
204999002,Atresia of bladder neck
205000002,Stenosis of bladder neck
205003000,Atresia of anterior urethra
205004006,Stenosis of anterior urethra
205011005,Imperforate urinary meatus
205012003,Impervious urethra
205016000,Malformation of urachus
205022009,Congenital hernia of bladder
205023004,Congenital prolapse of bladder mucosa
205024005,Congenital hourglass bladder
205026007,Female epispadias
205027003,Female hypospadias
205181003,Ulnar and humeroulnar synostosis
205276002,Lunate-triquetrum synostosis
205277006,Capitate-hamate synostosis
205278001,Scaphoid-lunate synostosis
205329008,Humeroradial synostosis
205330003,Humeroulnar synostosis
205366002,Failure of differentiation of bones of lower limb
205367006,Congenital synostosis of lower limb bones
205418005,Goldenhar syndrome
205425003,Sacral agenesis
205427006,Cervical hemivertebra- balanced
205428001,Cervical hemivertebra - unbalanced
205429009,Thoracic hemivertebra- balanced
205430004,Thoracic hemivertebra - unbalanced
205431000,Lumbar hemivertebra - balanced
205432007,Lumbar hemivertebra - unbalanced
205435009,Congenital complete fusion of spine
205436005,Congenital partial fusion of spine - balanced
205437001,Congenital partial fusion of spine - unbalanced
205438006,Congenital partial fusion of spine with hemivertebra - balanced
205439003,Congenital partial fusion of spine with hemivertebra - unbalanced
205455005,Defect of vertebral segmentation
205456006,Hypoplasia of spine
205460009,Accessory rib
205461008,Mis-shapen sternum
205465004,Chondrodysplasia
205468002,Hypochondroplasia
205473008,Mesomelic dysplasia
205480005,Dysplasia epiphysealis hemimelica
205481009,Metachondromatosis
205482002,Lethal retarded ossification syndromes
205483007,Hypochondrogenesis
205484001,Short rib polydactyly syndrome
205488003,Chondrodysplasia OS
205490002,Osteodysplasia
205496008,"Osteogenesis imperfecta, perinatal lethal"
205497004,"Osteogenesis imperfecta with normal sclerae, dominant form"
205501009,Osteopetrosis - unclassified
205503007,Osteopetrosis - delayed type
205506004,Craniodiaphyseal dysplasia
205530002,Hypoplasia of muscle
205532005,Aplasia of muscle
205615000,Trisomy 21- meiotic nondisjunction
205616004,Trisomy 21- mitotic nondisjunction mosaicism
205619006,"Trisomy 13, meiotic nondisjunction"
205620000,Trisomy 13 - mitotic nondisjunction mosaicism
205623003,Trisomy 18 - meiotic nondisjunction
205624009,Trisomy 18 - mitotic nondisjunction mosaicism
205627002,Monosomy and deletion from autosome
205630009,Deletion of long arm of chromosome 13
205634000,Deletion seen only at prometaphase
205636003,Whole chromosome monosomy - meiotic nondisjunction
205638002,"Monosomy 21, mosaicism"
205644003,Balanced autosomal translocation
205646001,Whole chromosome trisomy syndrome
205647005,Trisomy 6
205648000,Trisomy 7
205649008,Trisomy 8
205650008,Trisomy 9
205651007,Trisomy 10
205652000,Trisomy 11
205653005,Trisomy 12
205655003,Trisomy 22
205656002,"Whole chromosome trisomy, meiotic nondisjunction"
205657006,"Whole chromosome trisomy, mosaicism"
205660004,Partial trisomy syndromes
205661000,Major partial trisomy
205662007,Minor partial trisomy
205665009,Duplication seen only at prometaphase
205666005,Duplication with other complex rearrangement
205672005,Chromosome inversion in normal individual
205673000,Balanced autosomal rearrangement in abnormal individual
205674006,Balanced sex/autosomal rearrangement in abnormal individual
205675007,Individual with marker heterochromatin
205676008,Individual with autosomal fragile site
205681004,Gonadal dysgenesis
205683001,Ovarian dysgenesis
205684007,"Turner's phenotype, karyotype normal"
205686009,"Karyotype 46, X iso (Xq)"
205687000,"Karyotype 46, X with abnormal sex chromosome except iso (Xq)"
205688005,"Turner's phenotype, mosaicism 45, X; 46, XX or 45, X; 46, XY"
205689002,"Mosaicism 45, X / other cell line with abnormal sex chromosome"
205693008,"XY, female phenotype"
205698004,"Klinefelter syndrome, male with 46,XX karyotype"
205699007,"Klinefelter's syndrome, XXYY"
205700008,"Klinefelter's syndrome, XY/XXY mosaic"
205705003,Additional sex chromosome
205706002,Sex chromosome mosaicism
205707006,Mosaic XO/XY
205708001,Mosaic XO/XX
205709009,Mosaic XY/XXY
205710004,Mosaic including XXXXY
205718006,"Chimera 46, XX; 46, XY"
205719003,"46, XX true hermaphrodite"
205720009,Fragile X chromosome
205728002,Duplication of chromosome
205769006,Situs inversus with laevocardia
205796009,"Single monster, specified type"
205797000,Congenital malformation syndromes affecting facial appearance
205798005,Cyclops
205800003,Gorlin-Chaudhry-Moss syndrome
205801004,Marchesani syndrome
205802006,Oculo-palato-digital syndrome
205808005,Congenital malformation syndromes associated with short stature
205812004,Congenital malformation syndromes involving limbs
205813009,Carpenter's syndrome
205817005,Aglossia-adactyly syndrome
205819008,Multiple pterygium syndrome
205821003,Congenital contractural arachnodactyly
205824006,Noonan's syndrome
205826008,Congenital malformation syndromes with metabolic disturbances
205828009,Biemond's syndrome
205834002,Acardia
205835001,Acephalobrachius
205836000,Acephalogaster
205837009,Acephalothorax
205838004,Congenital hemihypertrophy
206188000,Subdural and cerebral haemorrhage due to birth trauma
206191000,Local subdural haematoma due to birth trauma
206192007,Tentorial tear due to birth trauma
206194008,Cerebral haematoma in foetus or newborn
206195009,Extradural haemorrhage in foetus or newborn
206196005,Cerebral haemorrhage due to birth injury
206220004,Spine or spinal cord injury due to birth trauma
206221000,Dislocation of spine due to birth trauma
206223002,Spinal cord laceration due to birth trauma
206224008,Spinal cord rupture due to birth trauma
206417009,Intracranial nontraumatic haemorrhage of foetus and newborn
206454000,Neonatal jaundice with Crigler-Najjar syndrome
206455004,Neonatal jaundice with Dubin-Johnson syndrome
206456003,Neonatal jaundice with Gilbert's syndrome
206459005,Neonatal jaundice with Rotor's syndrome
206470003,Perinatal jaundice due to galactosaemia
206478005,Kernicterus not due to isoimmunisation
206519009,Congenital anaemia from foetal blood loss
206538000,Idiopathic hydrops fetalis
206578007,Neonatal cerebral leucomalacia
207036003,Angiofollicular lymph node hyperplasia
213088004,Rejection of bone allograft
213148006,Transplanted organ rejection
213150003,Kidney transplant failure and rejection
213151004,Heart transplant failure and rejection
213152006,Heart-lung transplant failure and rejection
213153001,Liver transplant failure and rejection
213191001,Soft tissue graft or flap or repair failure
213192008,Skin graft failure
213193003,Flap failure
213195005,Bone graft failure
218728005,Interrupted aortic arch
223176004,Cerebellar disorder
225194008,Stoma care
230226000,System disorder of the nervous system
230229007,Early onset cerebellar ataxia with hypogonadism
230253001,Bulbospinal neuronopathy
230270009,Frontotemporal dementia
230273006,Frontotemporal degeneration
230292008,Secondary parkinsonism
230297002,Multiple system atrophy
230298007,Disorder presenting primarily with chorea
230304003,Drug-induced chorea
230310003,Paroxysmal dystonia
230312006,Aicardi Goutieres syndrome
230313001,Autosomal dominant late onset basal ganglia degeneration
230315008,Drug-induced dystonia
230318005,Idiopathic familial dystonia
230332007,Diurnal dystonia
230379007,Subacute necrotising myelitis
230380005,Balo concentric sclerosis
230381009,Focal epilepsy
230387008,Benign occipital epilepsy of childhood - early onset variant
230403005,Parietal lobe epilepsy
230413002,Juvenile absence epilepsy
230418006,Lennox-Gastaut syndrome
230429005,Early infantile epileptic encephalopathy with suppression bursts
230437002,Severe myoclonic epilepsy in infancy
230438007,Acquired epileptic aphasia
230441003,Drug-induced epilepsy
230444006,Menstrual epilepsy
230456007,Status epilepticus
230460005,Complex partial status epilepticus
230542008,Congenital facial nerve palsy
230566002,Neuropathies and neuromyelopathies associated with systemic disorder
230672006,Congenital myasthenic syndrome
230690007,Stroke
230699008,Pure motor lacunar infarction
230700009,Pure sensory lacunar infarction
230724001,Cerebral amyloid angiopathy
230729006,Carotid artery dissection
230730001,Dissection of vertebral artery
230740003,Anterior spinal artery thrombosis
230745008,Hydrocephalus
230751003,Hydrocephalus following traumatic injury
230769007,Periventricular leucomalacia
230773005,Spastic cerebral palsy
230780007,Dyskinetic cerebral palsy
231829006,Malignant tumour of eyelid
231834005,Malignant melanoma of eyelid
232461002,Congenital cleft larynx
232613003,Attention to tracheostomy
233646003,Congenital chylothorax
233848004,Disorder of endocardium and heart valve
233880002,Chronic myocardial disorder due to chemical or external agent
233916004,Heart block
233917008,Atrioventricular block
233947005,Chronic thromboembolic pulmonary hypertension
234119001,Arterial malformation
234132006,Congenital abnormality of great veins and coronary sinus
234138005,Bannayan syndrome
234347009,Anaemia of chronic disease
234370001,"Pure red cell aplasia, acquired"
234376007,Acquired red cell aplasia
234422006,Acute intermittent porphyria
234437005,Haemophagocytic lymphohistiocytosis
234519006,Bone marrow transplant rejection
234532001,Immunodeficiency disorder
234535004,Selective immunoglobulin dysfunction
234549008,Immunoglobulin G4 deficiency
234579001,Mannan-binding protein deficiency
234619000,Hereditary C1 esterase inhibitor deficiency - deficient factor
234631003,Immunodeficiency with major anomalies
235222001,Attention to gastrostomy
235641005,Broncho-oesophageal fistula
235699006,Megaduodenum
235714007,Ulcerative enterocolitis
235856003,Disease of liver
235858002,Nonspecific reactive hepatitis
235862008,Hepatitis due to infection
235896001,Infectious cirrhosis
235899008,Hepatic sclerosis
235901004,Hepatic fibrosis with hepatic sclerosis
235913009,Congenital disorder of gallbladder and biliary tract
235977001,Congenital malformation of pancreas
236005001,Malignant ascites
236053002,Sliding hiatus hernia
236439005,Cystic disease of kidney
236441006,Acquired renal cyst with neoplastic change
236443009,Medullary sponge kidney
236464008,Hyporeninaemic hypoaldosteronism
236465009,Bartter's syndrome with hypercalciuria and nephrocalcinosis
236466005,Congenital Fanconi syndrome
236467001,Acquired Fanconi syndrome
236468006,Adult Fanconi syndrome
236475007,Dibasic aminoaciduria
236495001,Urate nephropathy
236496000,Acute urate nephropathy
236506009,Goodpasture's disease
236531005,Renal dysplasia and retinal aplasia
236570004,Renal transplant rejection
236572007,Accelerated rejection of renal transplant
236573002,Very mild acute rejection of renal transplant
236574008,Acute rejection of renal transplant
236575009,Acute rejection of renal transplant - grade I
236576005,Acute rejection of renal transplant - grade II
236577001,Acute rejection of renal transplant - grade III
236578006,Chronic rejection of renal transplant
236579003,Chronic rejection of renal transplant - grade I
236580000,Chronic rejection of renal transplant - grade II
236581001,Chronic rejection of renal transplant - grade III
236582008,Acute-on-chronic rejection of renal transplant
236585005,De novo transplant disease
236586006,De novo glomerulonephritis
237249000,Complete hydatidiform mole
237662005,Hyperprolactinaemia
237701005,Pituitary apoplexy
237722004,Empty sella syndrome
237733001,Diencephalic syndrome
237738005,Alcohol-induced pseudo-Cushing's syndrome
237744009,Adrenal hyperfunction
237748007,"Pseudohermaphrodite, male with adrenocortical disorder"
237751000,Congenital adrenal hyperplasia
237753002,Salt-losing congenital adrenal hyperplasia
237785004,Hypoadrenalism
237836003,Short stature disorder
237875007,Localised non-hereditary amyloidosis
237877004,Wild type ATTR amyloidosis
237889002,Autosomal dominant hypophosphataemic rickets
237902005,Acquired hypophosphataemia
237904006,Renal failure-associated hyperphosphataemia
237911005,Disorder of amino acid and organic acid metabolism
237959005,Trimethylaminuria
238006008,Disorder of purine and pyrimidine metabolism
238028008,Sphingolipidosis
238037008,Disorder of lipoprotein storage and metabolism
238040008,Familial combined hyperlipidaemia
238043005,Disorder of glycosaminoglycan metabolism
238045003,Disorder of glycoprotein metabolism
238077000,Polygenic hypercholesterolaemia
238081000,Familial defective apolipoprotein B-100
238902007,Multiple symmetrical lipomatosis
239047003,Triphalangeal thumbs with onychodystrophy
239887007,Systemic lupus erythematosus with organ/system involvement
240046001,Muscular dystrophy with predominantly proximal limb girdle distribution
240072005,Benign scapuloperoneal muscular dystrophy with cardiomyopathy
240101000,Drug-induced myopathy
240190009,Osteochondrodysplasia
240312009,Cerebral injury due to birth trauma
241955009,Acquired C1 esterase inhibitor deficiency
243796009,Situation with explicit context
246545002,Generalised onset epileptic seizure
246551007,Absence seizure with automatisms
248802009,Absence of breast
249582007,Absent kidney
250978003,Aortic valve calcification
250989005,Mitral cusp prolapse
251164006,Junctional premature complex
251175005,Ventricular premature complex
251176006,Multiple premature ventricular complexes
251859005,Dialysis finding
253006001,Somatostatinoma
253071005,Mixed oligoastrocytoma
253088003,Melanotic schwannoma
253103006,Frontal encephalocele
253106003,Nasofrontal encephalocele
253124001,Myelodysplasia of spinal cord
253146009,Disorder of neuronal migration and differentiation
253153000,Cortical dysplasia
253159001,Schizencephaly
253170008,Hemimegalencephaly
253171007,Dysgenesis of the cerebellum
253172000,Agenesis of cerebellum
253175003,Familial aplasia of the vermis
253176002,Gillespie syndrome
253184003,Chiari malformation
253185002,Chiari malformation type I
253186001,Chiari malformation type III
253187005,Chiari malformation type IV
253276007,Common atrium
253522006,Right cardiac ventricular dilatation
253528005,Arrhythmogenic right ventricular dysplasia
253530007,Right ventricular outflow tract obstruction
253736003,Laryngeal hypoplasia
253737007,Congenital laryngomalacia
253740007,Congenital malformation of trachea and bronchus
253760004,Congenital stenosis of oesophagus
253764008,"Congenital absence, atresia and stenosis of small intestine"
253774006,Congenital fistula of anus
253778009,Congenital functional disorders of the colon
253818009,Congenital malformation of anterior abdominal wall
253859003,Congenital malformation of the urinary system
253863005,Unilateral renal agenesis with contralateral hypoplasia or dysplasia
253867006,Thoracic kidney
253869009,Cake kidney
253872002,Bifid kidney
253881008,Cortical cystic disease
253882001,Nephronophthisis - medullary cystic disease
253900005,Congenital posterior urethral valves
253978002,Dysmorphic features
254038003,Congenital absence of spine
254040008,Congenital sacrococcygeal anomaly
254041007,Congenital malformation of sternum
254044004,Multiple congenital exostosis
254264002,Partial trisomy 21 in Down's syndrome
254266000,Partial trisomy 18 in Edward's syndrome
254268004,Partial trisomy 13 in Patau's syndrome
254269007,Whole chromosome trisomy meiotic nondisjunction
254274004,Deletion of part of autosome
254275003,Balanced rearrangement and structural marker
254276002,Balanced translocation and insertion in normal individual
254277006,Sex chromosome abnormality - female phenotype
254282004,Female with more than three X chromosomes
254283009,Mosaicism - lines with various numbers of X chromosomes
254284003,Sex chromosome abnormality - male phenotype
254285002,Male with structurally abnormal sex chromosome
254290004,Lymphoproliferative disorder following transplantation
254459004,Malignant tumour of anterior pillar of fauces
254484001,Malignant tumour of posterior margin of nasal septum and choanae
254582000,Adenocarcinoma of rectum
254645002,Malignant mesothelioma of pleura
254651007,Squamous cell carcinoma of skin
254750001,Fibrous histiocytoma of skin
254832003,Benign symmetric lipomatosis
254837009,Malignant neoplasm of breast
254901000,Prostatic intraepithelial neoplasia
254980001,Malignant tumour of acoustic vestibular nerve
255048006,"Tumour of lymphoid, haemopoietic and related tissue"
255052006,Malignant tumour of unknown origin
255056009,Malignant tumour of head and neck
255077007,Malignant tumour of digestive organ
255083005,Malignant tumour of anus and anal canal
255102004,Angioendotheliomatosis
255108000,Carcinoma of bladder
255117000,Metastasis to respiratory AND/OR intrathoracic organ
255144005,Carcinoma in situ of ear
255150000,Carcinoma in situ of urinary tract proper
256321009,Disorder of neuromuscular transmission
257277002,Myoneural disorder
266242007,Obscure African cardiomyopathy
266249003,Ventricular hypertrophy
266253001,Precerebral arterial occlusion
266254007,Carotid artery occlusion
266468003,Cirrhosis - non-alcoholic
266469006,Multilobular portal cirrhosis
266470007,Cardiac portal cirrhosis
266471006,Juvenile portal cirrhosis
267386008,Gigantism and acromegaly
267395000,Adrenogenital disorder
267424007,Generalised glycogenosis
267430007,Renal glycosuria
267431006,Disorder of lipid metabolism
267432004,Pure hypercholesterolaemia
267433009,Pure hyperglyceridaemia
267434003,Mixed hyperlipidaemia
267435002,Familial hyperchylomicronaemia
267436001,Lipoprotein deficiency disorder
267437005,Lipidosis
267439008,Liposynovitis prepatellaris
267440005,Monoclonal paraproteinaemia
267454002,Acatalasaemia
267459007,Deficiencies of humoral immunity
267460002,Congenital hypogammaglobulinaemia
267534000,Primary thrombocytopenia
267535004,Congenital thrombocytopenic purpura
267581004,Progressive myoclonic epilepsy
267590006,Cauda equina syndrome with cord bladder
267592003,Primary motor cortex frontal lobe epilepsy
267604001,Myasthenic syndrome due to diabetic amyotrophy
267607008,Familial periodic paralysis
268143001,Spina bifida with hydrocephalus - open
268146009,Spina bifida without hydrocephalus - open
268150002,Meningocele - cerebral
268180007,Right hypoplastic heart syndrome
268184003,Hypoplasia of aorta
268185002,Supravalvar aortic stenosis
268194008,Single lung cyst
268195009,Ectopic tissue in lung
268201001,"Oesophageal atresia, stenosis and fistula"
268205005,"Atresia and stenosis of large intestine, rectum and anal canal"
268208007,Hirschsprung's disease and allied congenital conditions
268209004,Idiopathic congenital megacolon
268213006,Congenital abnormality of liver and/or biliary tract
268232000,Bilateral renal hypoplasia
268234004,Fibrocystic kidney disease
268236002,Congenital bladder neck stenosis
268237006,Congenital urethral valvular stricture
268239009,Congenital abnormality of skull and face bones
268267000,Oculomandibular dysostosis
268274005,Enchondromatosis
268276007,Congenital exostosis
268294001,Chromosome replaced with ring or dicentric
268300003,Klinefelter's syndrome
268817004,Very premature - less than 1000g or less than 28 weeks
268829008,Severe birth asphyxia - Apgar score less than 4 at 1 minute
269175006,Beta thalassaemia trait
269295009,Transplanted organ failure
269456006,Malignant neoplasm of digestive organs and peritoneum
269459004,Malignant tumour of lesser curve of stomach
269460009,Malignant tumour of greater curve of stomach
269462001,Malignant tumour of respiratory AND/OR intrathoracic organ
269463006,Malignant tumour of middle ear and mastoid
